game_date	home_team	home_team_id	away_team	away_team_id	home_score	away_score	home_conf	away_conf	game_type	spread	over_under	line_moves
2013-01-10	Xavier	1462	Temple	1396	57	52	Big East	American Athletic Conference	Regular Season	3.5		13
2013-01-10	SC Upstate	1367	FL Gulf Coast	1195	71	72	Atlantic Sun	Atlantic Sun	Regular Season			
2013-01-10	North Carolina	1314	Miami FL	1274	59	68	Atlantic Coast	Atlantic Coast	Regular Season	-4	141.5	12
2013-01-10	Central Conn	1148	Sacred Heart	1357	84	78	Northeast	Northeast	Regular Season			
2013-01-10	ETSU	1190	Stetson	1391	70	72	Southern	Atlantic Sun	Regular Season			
2013-01-10	St Francis NY	1383	Mt St Mary's	1291	70	56	Northeast	Northeast	Regular Season			
2013-01-10	Jacksonville	1239	Kennesaw	1244	99	92	Atlantic Sun	Atlantic Sun	Regular Season			
2013-01-10	Manhattan	1264	Rider	1351	60	69	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-5		9
2013-01-10	Monmouth NJ	1284	St Francis (PA)	1384	65	60	Metro Atlantic Athletic	Northeast	Regular Season			
2013-01-10	North Florida	1316	Mercer	1273	47	66	Atlantic Sun	Southern	Regular Season			
2013-01-10	Bryant	1136	Quinnipiac	1346	103	95	Northeast	Metro Atlantic Athletic	Regular Season			
2013-01-10	F Dickinson	1192	Robert Morris	1352	54	88	Northeast	Northeast	Regular Season			
2013-01-10	Iowa	1234	Michigan St	1277	59	62	Big Ten	Big Ten	Regular Season	2	136	8
2013-01-10	Troy	1407	ULM	1419	64	55	Sun Belt	Sun Belt	Regular Season	-4		9
2013-01-10	George Mason	1206	Old Dominion	1330	71	46	Atlantic 10	Conference USA	Regular Season	-11.5	131.5	14
2013-01-10	Marist	1265	Iona	1233	82	86	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	9.5		11
2013-01-10	Youngstown St	1464	Detroit	1178	60	101	Horizon League	Horizon League	Regular Season	2		20
2013-01-10	Citadel	1154	Chattanooga	1151	65	70	Southern	Southern	Regular Season	4.5		12
2013-01-10	Col Charleston	1158	Samford	1359	57	62	Colonial Athletic Association	Southern	Regular Season	-15		10
2013-01-10	S Dakota St	1355	Oakland	1324	81	74	Summit	Horizon League	Regular Season	-7.5		4
2013-01-10	ULL	1418	South Alabama	1375	89	91	Sun Belt	Sun Belt	Regular Season	-1.5		9
2013-01-10	N Dakota St	1295	IPFW	1236	67	55	Summit	Summit	Regular Season	-15.5		8
2013-01-10	Belmont	1125	SE Missouri St	1369	107	72	Ohio Valley	Ohio Valley	Regular Season	-18		5
2013-01-10	E Illinois	1183	Tennessee Tech	1399	73	77	Ohio Valley	Ohio Valley	Regular Season	-1		6
2013-01-10	UT San Antonio	1427	UT Arlington	1426	67	75	Conference USA	Sun Belt	Regular Season	-1.5		16
2013-01-10	NE Omaha	1303	IUPUI	1237	90	79	Summit	Summit	Regular Season	4.5		6
2013-01-10	Penn St	1336	Northwestern	1321	54	70	Big Ten	Big Ten	Regular Season	-2	121	11
2013-01-10	Tennessee St	1398	TN Martin	1404	80	48	Ohio Valley	Ohio Valley	Regular Season	-12		5
2013-01-10	Edwardsville	1188	Jacksonville St	1240	62	75	Ohio Valley	Ohio Valley	Regular Season	5		14
2013-01-10	Texas St	1402	Louisiana Tech	1256	67	84	Sun Belt	Conference USA	Regular Season	8.5		19
2013-01-10	MTSU	1292	FL Atlantic	1194	62	52	Conference USA	Conference USA	Regular Season	-16		6
2013-01-10	Ark Little Rock	1114	North Texas	1317	67	53	Sun Belt	Conference USA	Regular Season	-1.5		16
2013-01-10	Arkansas St	1117	Florida Intl	1198	64	66	Sun Belt	Conference USA	Regular Season	-10.5		4
2013-01-10	North Dakota	1315	Montana	1285	62	77	Big Sky	Big Sky	Regular Season	5		11
2013-01-10	McNeese St	1270	TAM C. Christi	1394	75	71	Southland	Southland	Regular Season			
2013-01-10	Cent Arkansas	1146	SF Austin	1372	69	77	Southland	Southland	Regular Season			
2013-01-10	Lamar	1249	Sam Houston St	1358	57	68	Southland	Southland	Regular Season			
2013-01-10	Oral Roberts	1331	Northwestern LA	1322	80	74	Summit	Southland	Regular Season			
2013-01-10	Oregon	1332	Arizona	1112	70	66	Pacific-12	Pacific-12	Regular Season	1	142.5	20
2013-01-10	St Louis	1387	Massachusetts	1269	70	62	Atlantic 10	Atlantic 10	Regular Season	-10	134.5	12
2013-01-10	Vanderbilt	1435	Kentucky	1246	58	60	Southeastern	Southeastern	Regular Season	12.5	128.5	8
2013-01-10	BYU	1140	Pepperdine	1337	76	51	West Coast	West Coast	Regular Season	-18		15
2013-01-10	N Colorado	1294	Montana St	1286	66	69	Big Sky	Big Sky	Regular Season	-7.5		9
2013-01-10	E Washington	1186	Northern Arizona	1319	82	59	Big Sky	Big Sky	Regular Season	-4		12
2013-01-10	Southern Utah	1381	Weber St	1451	74	81	Big Sky	Big Sky	Regular Season	8.5		8
2013-01-10	Utah	1428	UCLA	1417	53	57	Pacific-12	Pacific-12	Regular Season	6.5		17
2013-01-10	Colorado	1160	USC	1425	66	60	Pacific-12	Pacific-12	Regular Season	-8	129	18
2013-01-10	Seattle	1370	New Mexico St	1308	82	83	Western Athletic	Western Athletic	Regular Season	3.5		3
2013-01-10	UC Davis	1413	Cal Poly SLO	1142	69	67	Big West	Big West	Regular Season	-2		19
2013-01-10	Pacific	1334	Santa Barbara	1364	80	62	West Coast	Big West	Regular Season	-7		10
2013-01-10	San Francisco	1362	San Diego	1360	66	70	West Coast	West Coast	Regular Season	-5.5		14
2013-01-10	Loy Marymount	1258	Santa Clara	1365	84	80	West Coast	West Coast	Regular Season	6		14
2013-01-10	Idaho	1225	Denver	1176	49	55	Big Sky	Summit	Regular Season	-2		25
2013-01-10	Portland St	1340	CS Sacramento	1170	87	69	Big Sky	Big Sky	Regular Season	-4.5		11
2013-01-10	Gonzaga	1211	St Mary's CA	1388	83	78	West Coast	West Coast	Regular Season	-9	143	18
2013-01-10	Oregon St	1333	Arizona St	1113	62	72	Pacific-12	Pacific-12	Regular Season	-5		17
2013-01-11	Siena	1373	Canisius	1145	57	54	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	8		6
2013-01-11	N Kentucky	1297	Lipscomb	1252	67	53	Horizon League	Atlantic Sun	Regular Season			
2013-01-11	Loyola MD	1259	Fairfield	1193	63	58	Patriot League	Metro Atlantic Athletic	Regular Season	-4	118.5	15
2013-01-11	St Peter's	1389	Niagara	1310	58	77	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	3		8
2013-01-11	Missouri St	1283	Creighton	1166	52	74	Missouri Valley	Big East	Regular Season	14		8
2013-01-11	Loyola-Chicago	1260	Wright St	1460	61	62	Missouri Valley	Horizon League	Regular Season	-3.5	115.5	15
2013-01-11	Utah St	1429	San Jose St	1363	66	60	Mountain West	Mountain West	Regular Season	-10		8
2013-01-12	St John's	1385	Georgetown	1207	51	67	Big East	Big East	Regular Season	1	119	17
2013-01-12	Clemson	1155	Virginia	1438	59	44	Atlantic Coast	Atlantic Coast	Regular Season	-1		10
2013-01-12	Indiana	1231	Minnesota	1278	88	81	Big Ten	Big Ten	Regular Season	-8		10
2013-01-12	Syracuse	1393	Villanova	1437	72	61	Atlantic Coast	Big East	Regular Season	-14		12
2013-01-12	NC State	1301	Duke	1181	84	76	Atlantic Coast	Atlantic Coast	Regular Season	1	149	18
2013-01-12	Pittsburgh	1338	Marquette	1266	67	74	Atlantic Coast	Big East	Regular Season	-10.5	126	9
2013-01-12	Towson	1406	Northeastern	1318	59	70	Colonial Athletic Association	Colonial Athletic Association	Regular Season	0		17
2013-01-12	Georgia St	1209	Delaware	1174	83	86	Sun Belt	Colonial Athletic Association	Regular Season	2.5		9
2013-01-12	NE Omaha	1303	W Illinois	1442	74	89	Summit	Summit	Regular Season	13		6
2013-01-12	Alabama	1104	Tennessee	1397	68	65	Southeastern	Southeastern	Regular Season	-6.5	121	7
2013-01-12	New Orleans	1309	Champion Baptist	-1	87	50	Southland		Regular Season			
2013-01-12	VMI	1440	Winthrop	1457	72	54	Southern	Big South	Regular Season			
2013-01-12	South Carolina	1376	Auburn	1120	71	74	Southeastern	Southeastern	Regular Season	-3		3
2013-01-12	West Virginia	1452	Kansas St	1243	64	65	Big 12	Big 12	Regular Season	1		14
2013-01-12	Georgia	1208	Mississippi St	1280	61	72	Southeastern	Southeastern	Regular Season	-7		11
2013-01-12	W Carolina	1441	UNC Greensboro	1422	62	59	Southern	Southern	Regular Season	-6.5		12
2013-01-12	Dayton	1173	Butler	1139	73	79	Atlantic 10	Big East	Regular Season	0	136	11
2013-01-12	Lehigh	1250	Holy Cross	1221	79	47	Patriot League	Patriot League	Regular Season			
2013-01-12	UNC Asheville	1421	Radford	1347	79	61	Big South	Big South	Regular Season			
2013-01-12	W Michigan	1444	Ohio	1325	59	61	Mid-American	Mid-American	Regular Season	8		8
2013-01-12	Colorado	1160	UCLA	1417	75	78	Pacific-12	Pacific-12	Regular Season	-2.5		14
2013-01-12	Notre Dame	1323	Connecticut	1163	58	65	Atlantic Coast	American Athletic Conference	Regular Season	-8.5		6
2013-01-12	La Salle	1247	Richmond	1350	71	59	Atlantic 10	Atlantic 10	Regular Season	-8.5		17
2013-01-12	Longwood	1255	Charleston So	1149	62	75	Big South	Big South	Regular Season			
2013-01-12	Rhode Island	1348	Charlotte	1150	50	58	Atlantic 10	Conference USA	Regular Season	3.5		13
2013-01-12	Colgate	1159	American Univ	1110	63	72	Patriot League	Patriot League	Regular Season			
2013-01-12	WI Milwaukee	1454	Valparaiso	1434	52	76	Horizon League	Horizon League	Regular Season	11		11
2013-01-12	Northern Iowa	1320	Bradley	1133	84	53	Missouri Valley	Missouri Valley	Regular Season	-7.5		6
2013-01-12	Yale	1463	Oberlin	-1	104	39	Ivy League		Regular Season			
2013-01-12	Ball St	1123	Kent	1245	47	61	Mid-American	Mid-American	Regular Season	4		6
2013-01-12	Iowa St	1235	Texas	1400	82	62	Big 12	Big 12	Regular Season	-8.5	136	6
2013-01-12	Lafayette	1248	Navy	1298	64	47	Patriot League	Patriot League	Regular Season			
2013-01-12	Stony Brook	1392	Hartford	1216	73	59	America East	America East	Regular Season			
2013-01-12	Florida St	1199	North Carolina	1314	72	77	Atlantic Coast	Atlantic Coast	Regular Season	-3	153	20
2013-01-12	UNC WIlmington	1423	George Mason	1206	82	74	Colonial Athletic Association	Atlantic 10	Regular Season	7		8
2013-01-12	Brown	1135	Daniel Webster	-1	71	34	Ivy League		Regular Season			
2013-01-12	Cornell	1165	SUNY-Old Westbury	-1	103	84	Ivy League		Regular Season			
2013-01-12	Wisconsin	1458	Illinois	1228	74	51	Big Ten	Big Ten	Regular Season	-6.5	127.5	13
2013-01-12	Georgia Tech	1210	Virginia Tech	1439	65	70	Atlantic Coast	Atlantic Coast	Regular Season	-10		10
2013-01-12	Long Island	1254	Mt St Mary's	1291	86	72	Northeast	Northeast	Regular Season			
2013-01-12	Oklahoma	1328	Oklahoma St	1329	77	68	Big 12	Big 12	Regular Season	-2		9
2013-01-12	Quinnipiac	1346	Sacred Heart	1357	74	80	Metro Atlantic Athletic	Northeast	Regular Season			
2013-01-12	Southern Miss	1379	Houston	1222	73	54	Conference USA	American Athletic Conference	Regular Season	-10.5		9
2013-01-12	Texas St	1402	UT Arlington	1426	74	91	Sun Belt	Sun Belt	Regular Season	3.5		12
2013-01-12	Boston Univ	1131	Binghamton	1127	83	59	Patriot League	America East	Regular Season			
2013-01-12	North Dakota	1315	Montana St	1286	86	73	Big Sky	Big Sky	Regular Season	-6		10
2013-01-12	Vermont	1436	UMBC	1420	68	53	America East	America East	Regular Season			
2013-01-12	SMU	1374	Tulane	1408	59	53	American Athletic Conference	American Athletic Conference	Regular Season	-1.5		3
2013-01-12	New Mexico	1307	Fresno St	1201	72	45	Mountain West	Mountain West	Regular Season	-16		6
2013-01-12	Jacksonville	1239	Mercer	1273	49	47	Atlantic Sun	Southern	Regular Season			
2013-01-12	Central Conn	1148	Bryant	1136	62	69	Northeast	Northeast	Regular Season			
2013-01-12	Coppin St	1164	Savannah St	1366	48	56	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2013-01-12	Kentucky	1246	Texas A&M	1401	71	83	Southeastern	Southeastern	Regular Season	-15		5
2013-01-12	Louisville	1257	South Florida	1378	64	38	Atlantic Coast	American Athletic Conference	Regular Season	-18.5		13
2013-01-12	NJIT	1312	Chicago St	1152	83	78	Atlantic Sun	Western Athletic	Regular Season			
2013-01-12	MD E Shore	1271	Norfolk St	1313	58	63	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2013-01-12	Hofstra	1220	William & Mary	1456	70	59	Colonial Athletic Association	Colonial Athletic Association	Regular Season	3.5		6
2013-01-12	Wake Forest	1448	Boston College	1130	75	72	Atlantic Coast	Atlantic Coast	Regular Season	-2		11
2013-01-12	James Madison	1241	Drexel	1180	51	43	Colonial Athletic Association	Colonial Athletic Association	Regular Season	-4	127.5	8
2013-01-12	Dartmouth	1171	Harvard	1217	65	75	Ivy League	Ivy League	Regular Season	10		10
2013-01-12	Texas Tech	1403	Kansas	1242	46	60	Big 12	Big 12	Regular Season	17		8
2013-01-12	McNeese St	1270	Sam Houston St	1358	57	72	Southland	Southland	Regular Season			
2013-01-12	Wagner	1447	St Francis NY	1383	52	71	Northeast	Northeast	Regular Season			
2013-01-12	St Bonaventure	1382	VA Commonwealth	1433	65	72	Atlantic 10	Atlantic 10	Regular Season	8		13
2013-01-12	ETSU	1190	FL Gulf Coast	1195	85	75	Southern	Atlantic Sun	Regular Season			
2013-01-12	LSU	1261	Florida	1196	52	74	Southeastern	Southeastern	Regular Season	11	136	8
2013-01-12	N Illinois	1296	Akron	1103	53	68	Mid-American	Mid-American	Regular Season	12		9
2013-01-12	Xavier	1462	G Washington	1203	71	56	Big East	Atlantic 10	Regular Season	-5.5	122.5	5
2013-01-12	Bethune-Cookman	1126	NC A&T	1299	72	60	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2013-01-12	California	1143	Washington St	1450	67	54	Pacific-12	Pacific-12	Regular Season	-5.5		10
2013-01-12	Howard	1224	Hampton	1214	49	51	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2013-01-12	Morgan St	1288	S Carolina St	1354	76	60	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2013-01-12	WI Green Bay	1453	IL Chicago	1227	53	47	Horizon League	Horizon League	Regular Season	-7		13
2013-01-12	Col Charleston	1158	Chattanooga	1151	86	59	Colonial Athletic Association	Southern	Regular Season	-10.5		4
2013-01-12	Ark Little Rock	1114	Florida Intl	1198	88	76	Sun Belt	Conference USA	Regular Season	-5		6
2013-01-12	Furman	1202	Davidson	1172	73	81	Southern	Atlantic 10	Regular Season	16		6
2013-01-12	Cleveland St	1156	Detroit	1178	74	62	Horizon League	Horizon League	Regular Season	8		12
2013-01-12	Appalachian St	1111	Elon	1189	80	70	Sun Belt	Colonial Athletic Association	Regular Season	2.5		9
2013-01-12	North Florida	1316	Kennesaw	1244	81	72	Atlantic Sun	Atlantic Sun	Regular Season			
2013-01-12	Santa Clara	1365	BYU	1140	64	82	West Coast	West Coast	Regular Season	-2		11
2013-01-12	Cent Arkansas	1146	Northwestern LA	1322	88	100	Southland	Southland	Regular Season			
2013-01-12	N Dakota St	1295	Oakland	1324	73	65	Summit	Horizon League	Regular Season	-11.5		4
2013-01-12	S Dakota St	1355	IPFW	1236	83	57	Summit	Summit	Regular Season	-12		5
2013-01-12	Belmont	1125	TN Martin	1404	90	53	Ohio Valley	Ohio Valley	Regular Season	-26		8
2013-01-12	SE Louisiana	1368	Nicholls St	1311	70	65	Southland	Southland	Regular Season			
2013-01-12	Southern	1380	Ark Pine Bluff	1115	84	50	Southwestern Athletic	Southwestern Athletic	Regular Season			
2013-01-12	SC Upstate	1367	Stetson	1391	64	66	Atlantic Sun	Atlantic Sun	Regular Season			
2013-01-12	ULM	1419	MTSU	1292	57	66	Sun Belt	Conference USA	Regular Season	15		5
2013-01-12	Alcorn St	1108	MS Valley St	1290	72	67	Southwestern Athletic	Southwestern Athletic	Regular Season			
2013-01-12	Prairie View	1341	Grambling	1212	60	44	Southwestern Athletic	Southwestern Athletic	Regular Season			
2013-01-12	Florida A&M	1197	NC Central	1300	62	85	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2013-01-12	Utah	1428	USC	1425	59	76	Pacific-12	Pacific-12	Regular Season	-3		18
2013-01-12	Nevada	1305	Wyoming	1461	48	59	Mountain West	Mountain West	Regular Season	-1.5		10
2013-01-12	Bowling Green	1132	E Michigan	1185	46	44	Mid-American	Mid-American	Regular Season	-8		9
2013-01-12	Arkansas	1116	Vanderbilt	1435	56	33	Southeastern	Southeastern	Regular Season	-11	136	7
2013-01-12	Temple	1396	St Louis	1387	64	54	American Athletic Conference	Atlantic 10	Regular Season	-4	125	8
2013-01-12	Princeton	1343	Penn	1335	65	53	Ivy League	Ivy League	Regular Season	-16	120.5	6
2013-01-12	Alabama A&M	1105	Alabama St	1106	64	57	Southwestern Athletic	Southwestern Athletic	Regular Season			
2013-01-12	Liberty	1251	Coastal Car	1157	64	56	Big South	Big South	Regular Season			
2013-01-12	Baylor	1124	TCU	1395	51	40	Big 12	Big 12	Regular Season	-18		12
2013-01-12	Seattle	1370	Denver	1176	51	64	Western Athletic	Summit	Regular Season	6.5		12
2013-01-12	Tulsa	1409	Rice	1349	64	51	American Athletic Conference	Conference USA	Regular Season	-12.5		14
2013-01-12	N Colorado	1294	Montana	1285	77	85	Big Sky	Big Sky	Regular Season	6		7
2013-01-12	High Point	1219	Gardner Webb	1205	70	64	Big South	Big South	Regular Season			
2013-01-12	E Kentucky	1184	Morehead St	1287	59	52	Ohio Valley	Ohio Valley	Regular Season	-7.5		9
2013-01-12	Bucknell	1137	Army	1119	76	55	Patriot League	Patriot League	Regular Season			
2013-01-12	UC Irvine	1414	CS Northridge	1169	79	69	Big West	Big West	Regular Season	-6		11
2013-01-12	Wofford	1459	GA Southern	1204	71	53	Southern	Sun Belt	Regular Season	-9.5		4
2013-01-12	E Illinois	1183	Jacksonville St	1240	55	61	Ohio Valley	Ohio Valley	Regular Season	5.5		8
2013-01-12	UT San Antonio	1427	Louisiana Tech	1256	71	73	Conference USA	Conference USA	Regular Season	8.5		6
2013-01-12	Toledo	1405	C Michigan	1141	76	72	Mid-American	Mid-American	Regular Season	-7.5		6
2013-01-12	F Dickinson	1192	St Francis (PA)	1384	79	69	Northeast	Northeast	Regular Season			
2013-01-12	Lamar	1249	TAM C. Christi	1394	56	62	Southland	Southland	Regular Season			
2013-01-12	Monmouth NJ	1284	Robert Morris	1352	55	70	Metro Atlantic Athletic	Northeast	Regular Season			
2013-01-12	Buffalo	1138	Miami (OH)	1275	57	58	Mid-American	Mid-American	Regular Season	-7		6
2013-01-12	Duquesne	1182	St Joseph's PA	1386	66	74	Atlantic 10	Atlantic 10	Regular Season	6.5		11
2013-01-12	East Carolina	1187	UCF	1416	88	85	American Athletic Conference	American Athletic Conference	Regular Season	-1		3
2013-01-12	Long Beach St	1253	Hawaii	1218	76	72	Big West	Big West	Regular Season	-7		4
2013-01-12	Citadel	1154	Samford	1359	65	69	Southern	Southern	Regular Season	3		14
2013-01-12	Albany NY	1107	Maine	1263	76	63	America East	America East	Regular Season			
2013-01-12	Presbyterian	1342	Campbell	1144	46	62	Big South	Big South	Regular Season			
2013-01-12	North Texas	1317	South Alabama	1375	66	56	Conference USA	Sun Belt	Regular Season	-2.5		9
2013-01-12	Rutgers	1353	Cincinnati	1153	58	68	Big Ten	American Athletic Conference	Regular Season	5		9
2013-01-12	Illinois St	1229	Drake	1179	77	82	Missouri Valley	Missouri Valley	Regular Season	-11.5		8
2013-01-12	Tennessee St	1398	SE Missouri St	1369	81	69	Ohio Valley	Ohio Valley	Regular Season	-5.5		14
2013-01-12	UTRGV	1410	Fisher	-1	95	49	Western Athletic		Regular Season			
2013-01-12	WKU	1443	FL Atlantic	1194	62	65	Conference USA	Conference USA	Regular Season	-8		7
2013-01-12	San Diego St	1361	Colorado St	1161	79	72	Mountain West	Mountain West	Regular Season	-5.5	134	5
2013-01-12	Oregon St	1333	Arizona	1112	70	80	Pacific-12	Pacific-12	Regular Season	11	147	9
2013-01-12	Edwardsville	1188	Tennessee Tech	1399	58	54	Ohio Valley	Ohio Valley	Regular Season	1.5		7
2013-01-12	Mississippi	1279	Missouri	1281	64	49	Southeastern	Southeastern	Regular Season	-5	158	12
2013-01-12	South Dakota	1377	Missouri KC	1282	86	90	Summit	Western Athletic	Regular Season	-8		4
2013-01-12	S Illinois	1356	Indiana St	1232	76	71	Missouri Valley	Missouri Valley	Regular Season	-1		13
2013-01-12	ULL	1418	Arkansas St	1117	61	56	Sun Belt	Sun Belt	Regular Season	2		7
2013-01-12	Austin Peay	1122	Murray St	1293	68	71	Ohio Valley	Ohio Valley	Regular Season	9.5		10
2013-01-12	Oral Roberts	1331	SF Austin	1372	50	61	Summit	Southland	Regular Season			
2013-01-12	UAB	1412	Memphis	1272	53	69	Conference USA	American Athletic Conference	Regular Season	7.5		7
2013-01-12	TX Southern	1411	Jackson St	1238	84	57	Southwestern Athletic	Southwestern Athletic	Regular Season			
2013-01-12	UTEP	1431	Marshall	1267	74	63	Conference USA	Conference USA	Regular Season	-7		9
2013-01-12	Southern Utah	1381	Idaho St	1226	53	54	Big Sky	Big Sky	Regular Season	-7		11
2013-01-12	Utah Valley	1430	Houston Bap	1223	83	62	Western Athletic	Southland	Regular Season			
2013-01-12	E Washington	1186	CS Sacramento	1170	53	60	Big Sky	Big Sky	Regular Season	-4		11
2013-01-12	CS Fullerton	1168	UC Riverside	1415	71	69	Big West	Big West	Regular Season	-14.5		14
2013-01-12	UC Davis	1413	Santa Barbara	1364	59	66	Big West	Big West	Regular Season	-4		18
2013-01-12	UNLV	1424	Air Force	1102	76	71	Mountain West	Mountain West	Regular Season	-13.5		18
2013-01-12	Pacific	1334	Cal Poly SLO	1142	77	55	West Coast	Big West	Regular Season	-6.5		5
2013-01-12	Loy Marymount	1258	Portland	1339	64	68	West Coast	West Coast	Regular Season	-5.5		9
2013-01-12	Pepperdine	1337	San Diego	1360	50	62	West Coast	West Coast	Regular Season	-1.5		11
2013-01-12	Idaho	1225	New Mexico St	1308	70	71	Big Sky	Western Athletic	Regular Season	-2		19
2013-01-12	Portland St	1340	Northern Arizona	1319	79	74	Big Sky	Big Sky	Regular Season	-8		20
2013-01-12	Stanford	1390	Washington	1449	60	65	Pacific-12	Pacific-12	Regular Season	-6.5	137	9
2013-01-12	St Mary's CA	1388	San Francisco	1362	78	72	West Coast	West Coast	Regular Season	-13		15
2013-01-13	Seton Hall	1371	Providence	1344	55	67	Big East	Big East	Regular Season	-5.5		14
2013-01-13	Purdue	1345	Penn St	1336	60	42	Big Ten	Big Ten	Regular Season	-11.5	125	5
2013-01-13	Fordham	1200	Massachusetts	1269	73	77	Atlantic 10	Atlantic 10	Regular Season	4.5		10
2013-01-13	Fairfield	1193	Niagara	1310	64	67	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-6		15
2013-01-13	Ohio St	1326	Michigan	1276	56	53	Big Ten	Big Ten	Regular Season	-2	137.5	21
2013-01-13	Siena	1373	St Peter's	1389	66	53	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-1.5		8
2013-01-13	Manhattan	1264	Marist	1265	65	53	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-7		7
2013-01-13	Iona	1233	Canisius	1145	97	87	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-6.5		11
2013-01-13	Rider	1351	Loyola MD	1259	64	57	Metro Atlantic Athletic	Patriot League	Regular Season	3		11
2013-01-13	Evansville	1191	Wichita St	1455	71	67	Missouri Valley	Missouri Valley	Regular Season	3.5		12
2013-01-13	Northwestern	1321	Iowa	1234	50	70	Big Ten	Big Ten	Regular Season	0	133.5	6
2013-01-13	Michigan St	1277	Nebraska	1304	66	56	Big Ten	Big Ten	Regular Season	-18	118	12
2013-01-13	Miami FL	1274	Maryland	1268	54	47	Atlantic Coast	Big Ten	Regular Season	-6	131	14
2013-01-13	Oregon	1332	Arizona St	1113	68	65	Pacific-12	Pacific-12	Regular Season	-8.5		12
2013-01-14	F Dickinson	1192	NJIT	1312	63	66	Northeast	Atlantic Sun	Regular Season			
2013-01-14	Connecticut	1163	Louisville	1257	58	73	American Athletic Conference	Atlantic Coast	Regular Season	6.5	131.5	24
2013-01-14	Hampton	1214	Quinnipiac	1346	70	64	Mid-Eastern Athletic	Metro Atlantic Athletic	Regular Season			
2013-01-14	W Carolina	1441	Elon	1189	67	80	Southern	Colonial Athletic Association	Regular Season	-2.5		15
2013-01-14	GA Southern	1204	Davidson	1172	70	57	Sun Belt	Atlantic 10	Regular Season	13		12
2013-01-14	Appalachian St	1111	UNC Greensboro	1422	83	70	Sun Belt	Southern	Regular Season	-5		11
2013-01-14	Furman	1202	Wofford	1459	69	65	Southern	Southern	Regular Season	5.5		9
2013-01-14	Citadel	1154	Col Charleston	1158	69	73	Southern	Colonial Athletic Association	Regular Season	14.5		9
2013-01-14	Florida A&M	1197	NC A&T	1299	40	68	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2013-01-14	Howard	1224	Norfolk St	1313	49	54	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season	2	121	11
2013-01-14	Bethune-Cookman	1126	NC Central	1300	66	75	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2013-01-14	Coppin St	1164	S Carolina St	1354	79	58	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2013-01-14	Morgan St	1288	Savannah St	1366	70	78	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2013-01-14	Chicago St	1152	Benedictine U - Springfield	-1	77	53	Western Athletic		Regular Season			
2013-01-14	Prairie View	1341	Jackson St	1238	73	59	Southwestern Athletic	Southwestern Athletic	Regular Season	-6.5	132	8
2013-01-14	Southern	1380	MS Valley St	1290	88	54	Southwestern Athletic	Southwestern Athletic	Regular Season			
2013-01-14	Alcorn St	1108	Ark Pine Bluff	1115	52	62	Southwestern Athletic	Southwestern Athletic	Regular Season			
2013-01-14	UTEP	1431	Houston Bap	1223	72	44	Conference USA	Southland	Regular Season			
2013-01-14	Kansas	1242	Baylor	1124	61	44	Big 12	Big 12	Regular Season	-10	142.5	22
2013-01-14	TX Southern	1411	Grambling	1212	95	50	Southwestern Athletic	Southwestern Athletic	Regular Season			
2013-01-14	Idaho St	1226	Weber St	1451	54	70	Big Sky	Big Sky	Regular Season	11.5		11
2013-01-15	E Michigan	1185	C Michigan	1141	58	52	Mid-American	Mid-American	Regular Season	-1.5		15
2013-01-15	Stony Brook	1392	Boston Univ	1131	75	48	America East	Patriot League	Regular Season			
2013-01-15	St John's	1385	Notre Dame	1323	67	63	Big East	Atlantic Coast	Regular Season	7	132	12
2013-01-15	Kentucky	1246	Tennessee	1397	75	65	Southeastern	Southeastern	Regular Season	-13	134.5	11
2013-01-15	Clemson	1155	Wake Forest	1448	60	44	Atlantic Coast	Atlantic Coast	Regular Season	-7	128	12
2013-01-15	George Mason	1206	James Madison	1241	68	57	Atlantic 10	Colonial Athletic Association	Regular Season	-8		11
2013-01-15	Bradley	1133	S Illinois	1356	69	66	Missouri Valley	Missouri Valley	Regular Season	-5.5		13
2013-01-15	Creighton	1166	Northern Iowa	1320	79	68	Big East	Missouri Valley	Regular Season	-11.5		30
2013-01-15	DePaul	1177	Cincinnati	1153	70	75	Big East	American Athletic Conference	Regular Season	7.5		11
